,Unnamed: 0,article,link,word
0,0,"
[新聞] 命理師大膽預言！ 柯文哲大選恐難連任
",/bbs/Gossiping/M.1523775852.A.27B.html,"['[', ""'"", ':', ' ', '是', '喔', ""'"", ',', ' ', ""'"", ':', ' ', '好歐', ""'"", ',', ' ', ""'"", ':', ' ', '中時', '不', '意外', ""'"", ',', ' ', ""'"", ':', ' ', '好歐', ""'"", ',', ' ', ""'"", ':', ' ', '迷信', ""'"", ',', ' ', ""'"", ':', ' ', '開放', '柯粉', '崩潰', ""'"", ',', ' ', ""'"", ':', ' ', '1', '/', '2', '欸', ' ', '我', '說', '可以', '連任', ' ', '幹', '你', '娘', ' ', '中', '了', '我', '就是', '大師', ""'"", ',', ' ', ""'"", ':', ' ', '誰', '啦', ' ', '刷', '存在', '感', '？', ""'"", ',', ' ', ""'"", ':', ' ', '柯黑', '+', '1', ""'"", ',', ' ', ""'"", ':', ' ', '神棍', '又', '在', '怪力亂神', ""'"", ',', ' ', ""'"", ':', ' ', '白癡', ""'"", ',', ' ', ""'"", ':', ' ', '幹', '你', '娘', ' ', '這個', '沒有', '違法', '嗎', ""'"", ',', ' ', ""'"", ':', ' ', '這麼', '會算', '?', ' ', '那', '命理', '師', '自己', '開賭', '盤', '不', '就', '賺', '死', '了', ""'"", ',', ' ', ""'"", ':', ' ', '智障', '算命', ""'"", ',', ' ', ""'"", ':', ' ', '算命師', '多半', '是', '牆頭草', ' ', '這種', '押注', '大', '冷門', '的', '還真', '少見', ""'"", ',', ' ', ""'"", ':', ' ', '不', '就', '用', '猜', '的', '而已', '，', '這我', '也', '會', '猜啦還', '需要', '命理', '師', ""'"", ',', ' ', ""'"", ':', ' ', '民智', '.....', ""'"", ',', ' ', ""'"", ':', ' ', '....', ""'"", ',', ' ', ""'"", ':', ' ', '以前', '還有', '神桌', '說', '連戰', '會', '當選', '咧', ""'"", ',', ' ', ""'"", ':', ' ', '送', '公文', '比賽', '...', '有', '笑點', ""'"", ',', ' ', ""'"", ':', ' ', '大師', '出來', '選', '吧', ' ', '一定', '會上', ""'"", ',', ' ', ""'"", ':', ' ', '等', '著', '看戲', '啦', ""'"", ',', ' ', ""'"", ':', ' ', '還想', '說', '這人', '是', '誰', '，', '名字', '丟估', '狗', ""'"", ',', ' ', ""'"", ':', ' ', 'http', ':', '/', '/', 'news', '.', 'ltn', '.', 'com', '.', 'tw', '/', 'news', '/', 'society', '/', 'paper', '/', '1084542', ""'"", ',', ' ', ""'"", ':', ' ', '滿滿', '黑料', '吧', ""'"", ',', ' ', ""'"", ':', ' ', '仙女', '送', '公文', ' ', '真的', '看', '一次', '笑', '一次', 'XD', 'DDD', ""'"", ',', ' ', ""'"", ':', ' ', '連猜', '都', '猜', '冷門', '選項', '。', '只能', '說', '她', '資訊', '來源', '一定', '是', '政論', '節目', ""'"", ',', ' ', ""'"", ':', ' ', '自稱', '觀世音', '菩薩', '代言人', '，', '還', '毆打', '外籍', '傭人', '，', '阿', '不', '就', '好', '觀音', '?', ""'"", ',', ' ', ""'"", ':', ' ', '真', '菩薩', '阿', '?', ""'"", ',', ' ', ""'"", ':', ' ', '命理', '師', ' ', '呵呵', ""'"", ',', ' ', ""'"", ':', ' ', '=', ' ', '=', '|', '|', '|', ""'"", ',', ' ', ""'"", ':', ' ', '送', '公文', '真的', '笑', '死', ""'"", ',', ' ', ""'"", ':', ' ', 'http', ':', '/', '/', 'm', '.', 'ltn', '.', 'com', '.', 'tw', '/', 'news', '/', 'society', '/', 'paper', '/', '1084542', ' ', ' ', '她', '一', ""'"", ',', ' ', ""'"", ':', ' ', '定', '也', '有算出', '有', '此', '劫數', ' ', ' ', '但', '怎不避', '呢', '？', ""'"", ',', ' ', ""'"", ':', ' ', '是', '哦', ' ', '預測', '錯', '的話', ' ', '人', '肉', '命理', '師', '出來', '謝罪', ""'"", ',', ' ', ""'"", ':', ' ', '這麼', '會算', '，', '算', '一下下', '一期', '樂透開', '幾號', '不會', '喔', ""'"", ',', ' ', ""'"", ':', ' ', '噓', '中時', '跟', '算命師', ""'"", ',', ' ', ""'"", ':', ' ', '昨天', '有人', '自稱', '\\', 'u3000', '要', '跟', '保生', '大帝', '一樣', '救苦救難', '，', '今天', '又', '發現', ""'"", ',', ' ', ""'"", ':', ' ', '還有', '人', '自稱', '觀世音', '菩薩', '代言人', ""'"", ',', ' ', ""'"", ':', ' ', '不', '知道', '觀世音', '菩薩', ' ', ' ', '給', '她', '多少', '代言', '費', '?', ' ', ' ', '敢', '這樣', '自稱', '，', '科科', ""'"", ',', ' ', ""'"", ':', ' ', '>', '_', '^', ""'"", ',', ' ', ""'"", ':', ' ', 'https', ':', '/', '/', 'youtu', '.', 'be', '/', '13dB0292kQ0', '?', 't', '=', '4m27s', ""'"", ',', ' ', ""'"", ':', ' ', '這篇', '記得', '齁', '，', '選後再', '回來', '看', '啊', ""'"", ',', ' ', ""'"", ':', ' ', '白癡', ' ', '誰', '啊', '..', ""'"", ',', ' ', ""'"", ':', ' ', '支那', '報廢', '到', '要', '靠', '命理', '師來', '放話', ' ', ' ', '可笑', ""'"", ',', ' ', ""'"", ':', ' ', '狗報', '造反', '了', '喔', '？', ' ', '你們', '支那', '主子', '最挺', '的', '柯', 'p', '耶', ""'"", ',', ' ', ""'"", ':', ' ', 'https', ':', '/', '/', 'youtu', '.', 'be', '/', '13dB0292kQ0', '?', 't', '=', '27m14s', ""'"", ',', ' ', ""'"", ':', ' ', '柯', '有沒有', '連任', ' ', '鄉民', '都', '沒差', ' ', '但', '要是', '連任', '了', '......', ""'"", ',', ' ', ""'"", ':', ' ', '民調', '做', '一', '做', '放棄', '改用', '命理', '大師', '\\', 'u3000', '哈哈', '\\', 'u3000', '台灣', '媒體', '...', ""'"", ',', ' ', ""'"", ':', ' ', '閱', ""'"", ',', ' ', ""'"", ':', ' ', '柯黑', '趕快', '拜神', '自慰', '啊', '！', ""'"", ',', ' ', ""'"", ':', ' ', '是', '喔', '，', '這麼', '會算', '怎麼', '沒算到', '會', '限電', '呢', ""'"", ',', ' ', ""'"", ':', ' ', '智障', ""'"", ',', ' ', ""'"", ':', ' ', '怎麼', '不', '說', '辦', '，', '仙女', '送', '鮑魚', '比賽', '？', ""'"", ',', ' ', ""'"", ':', ' ', '崩潰', ""'"", ',', ' ', ""'"", ':', ' ', '鐵', '你', '個', '懶', '叫', '口', '，', '不準', '要', '用', '什麼', '祭品', '？', ""'"", ',', ' ', ""'"", ':', ' ', '我', '猜', '這', '兩個', '公文', '都', '沒', '送到', ' ', '才', '被貶', '到', '下界', ""'"", ',', ' ', ""'"", ':', ' ', '恐', ""'"", ',', ' ', ""'"", ':', ' ', '范瑋琪', '是', '骷髏兵', ' ', '送', '公文', '吧', ""'"", ',', ' ', ""'"", ':', ' ', '仙女', '送', '公文', '比賽', 'XD', ""'"", ',', ' ', ""'"", ':', ' ', '戲糞', '綠嘴', '巴西人', '聰明', '防', ""'"", ',', ' ', ""'"", ':', ' ', '命理', '老師', '有沒有', '算', '到', '自己', '什麼', '時候', '會', '被', '砍', ""'"", ',', ' ', ""'"", ':', ' ', '低能兒', ':', '算命', '星座', '好準', '喔', ""'"", ',', ' ', ""'"", ':', ' ', '這又是', '誰', '啦', ""'"", ',', ' ', ""'"", ':', ' ', '先還', '我', '500', '啦', '幹', ""'"", ',', ' ', ""'"", ':', ' ', '他', '連任', '大師', '要', '不要', '剁', '雞雞', '啊', '？', ""'"", ',', ' ', ""'"", ':', ' ', '仙女', '送', '鮑魚', '比賽', ""'"", ',', ' ', ""'"", ':', ' ', '看到', '大師', '我', '就', '覺得', '好笑', '！', '大師', '勒', ""'"", ',', ' ', ""'"", ':', ' ', '跟', '送', '公文', '一樣', '可信', ""'"", ',', ' ', ""'"", ':', ' ', '假鬼', '假怪', ""'"", ',', ' ', ""'"", ':', ' ', '中屎', '啊', '呵呵', ""'"", ',', ' ', ""'"", ':', ' ', '支那', '屎', '報', ""'"", ',', ' ', ""'"", ':', ' ', '天才', ""'"", ',', ' ', ""'"", ':', ' ', '87', ""'"", ',', ' ', ""'"", ':', ' ', '我', '預估', '有', '一半', '的', '機率', '選不上', ""'"", ',', ' ', ""'"", ':', ' ', '我', '也', '大膽', '預言', '命理', '師', '明年', '會葛屁', ""'"", ',', ' ', ""'"", ':', ' ', '垃圾', '報紙', '垃圾', '公司', ""'"", ',', ' ', ""'"", ':', ' ', '陳', '佩琪', '表示', '高興', ""'"", ',', ' ', ""'"", ':', ' ', '不能', '連任', '，', '就', '出來', '選', '總統', '啦', ""'"", ',', ' ', ""'"", ':', ' ', '都', '成仙', '了', '還送', '公文', ""'"", ',', ' ', ""'"", ':', ' ', '哈哈哈', '哈哈哈', ' ', '智障', ""'"", ',', ' ', ""'"", ':', ' ', '算命', '的', '能', '信', '嗎', ""'"", ',', ' ', ""'"", ':', ' ', '幹', '你媽', '又', '在', '那邊', ""'"", ',', ' ', ""'"", ':', ' ', '妖言', '惑眾', ""'"", ',', ' ', ""'"", ':', ' ', '柯黑', '現在', '用', '鬼神', '來', '尋求', '慰藉', '了', ' ', '幹', ' ', '會', '笑', '死', 'XD', 'DDDDDDDDDDD', ""'"", ',', ' ', ""'"", ':', ' ', '2014', '年', '有', '兩個', '命理', '師上', '泣', '的', '節目', '說', '北連中', '胡顆顆', ""'"", ',', ' ', ""'"", ':', ' ', '這誰', '啊', ""'"", ',', ' ', ""'"", ':', ' ', '柯黑超', '愛看', '這個', ""'"", ',', ' ', ""'"", ':', ' ', '命理', '師', '治國', '？', '還是', '誤國', '？', ""'"", ',', ' ', ""'"", ':', ' ', '看', '這', '節目', '的', '是', '有', '多', '智障', ' ', '?', ""'"", ',', ' ', ""'"", ':', ' ', '嗯', '嗯', ' ', '到時候', '出來', '就', '知道', '褲子', '還在', '不在', '了', ""'"", ',', ' ', ""'"", ':', ' ', '意圖', '使人', '不', '當選', ""'"", ',', ' ', ""'"", ':', ' ', '...', ""'"", ',', ' ', ""'"", ':', ' ', '2018', ' ', '年', '了', '孩玩', '這個', ' ', '智障', ""'"", ',', ' ', ""'"", ':', ' ', '垃圾', ""'"", ',', ' ', ""'"", ':', ' ', '垃圾', '藍綠', '養霉體', '冥', '觜', '斷章取義', '專', '洗腦', '老人', ""'"", ',', ' ', ""'"", ':', ' ', '絕對', '連任', ' ', '因為', '其他人', '戰力', '太差', '了', ""'"", ',', ' ', ""'"", ':', ' ', '不', '連任', '也好', '，', '省', '的', '整天', '被', '那些', '政客', '搞', ""'"", ',', ' ', ""'"", ':', ' ', '太好了', '，', '選', '總統', ""'"", ',', ' ', ""'"", ':', ' ', '連任', '的話', '你', '要', '不要', '跳', '太平洋', '？', '不過', '敗選', '剛好', '可以', '選', '總統', ""'"", ',', ' ', ""'"", ':', ' ', '肯定', '是', '丁', ' ', ' ', '西瓜', '都', '只會', '推', '退休', '回鍋', '的', ""'"", ',', ' ', ""'"", ':', ' ', '垃圾', '命理', '師', ""'"", ',', ' ', ""'"", ':', ' ', '童家', '拳打', '臉', '命理', '師', ""'"", ',', ' ', ""'"", ':', ' ', 'https', ':', '/', '/', 'www', '.', 'facebook', '.', 'com', '/', 'atung', '.', 'taiwan', '/', 'posts', '/', '101554', ""'"", ',', ' ', ""'"", ':', ' ', '09861013365', ""'"", ']']"
1,1,"
[新聞] 「卡管案」歹戲拖棚？ 柯P：應速戰速決 
",/bbs/Gossiping/M.1523777388.A.EAB.html,"['[', ""'"", ':', ' ', '兩岸', '一家親', ' ', '床頭', '吵', ' ', '床尾', '和', ' ', '愛我', '柯文哲', ' ', '站', '起來', '中國', '人', ""'"", ',', ' ', ""'"", ':', ' ', '媒體', '問', '什麼', '你', '就', '回', '什麼', ' ', '難怪', '媒體', '愛問', '你', ""'"", ',', ' ', ""'"", ':', ' ', '乾', '柯P', '屁事', ' ', '干預', '司法', '?', ""'"", ',', ' ', ""'"", ':', ' ', '干', '你', '屁事', ""'"", ',', ' ', ""'"", ':', ' ', '柯', '應該', '要學乖', '一點', ' ', '不是', '台北', '市政', '的', '他', '就', '不要', '回', ""'"", ',', ' ', ""'"", ':', ' ', '又', '要', '被', '說', '越權', '干政', '了', ""'"", ',', ' ', ""'"", ':', ' ', '柯P', '是', '台大', '醫學院', '教授', '不能', '嘴', '喔', '~', '切', ""'"", ',', ' ', ""'"", ':', ' ', '他', '說', '了', '啊', '，', '他', '台大', '教授', '身份', '又', '沒', '失效', ""'"", ',', ' ', ""'"", ':', ' ', '自己', '仍', '具有', '台大', '醫學院', '的', '教授', '，', '只是', '借', '調來', '當北', '市長', '…', 'XD', ""'"", ',', ' ', ""'"", ':', ' ', '台大', '教授', '為', '什麼', '不能', '評論', '校長', '遴選', '事件', ' ', '柯黑', '邏輯', ""'"", ',', ' ', ""'"", ':', ' ', '台大', '教授', '不能', '嘴', '？', ""'"", ',', ' ', ""'"", ':', ' ', '不', '就', '很', '委屈', '？', ""'"", ',', ' ', ""'"", ':', ' ', '柯P', '確實', '是', '台大', '醫學院', '的', '啊', '！', '只是', '被', '天龍人', '借調', '而已', '，', '幹', '！', '天龍', ""'"", ',', ' ', ""'"", ':', ' ', '人', '可以', '不要', '在', '借調', '柯P', '了', '好', '嗎', '！', ""'"", ',', ' ', ""'"", ':', ' ', '台大', '校長', '管中', '閔', '被', '卡', ' ', '柯文哲', '：', '給他', '上任', '算了', ""'"", ',', ' ', ""'"", ':', ' ', '蔡英文', '根本', '沒人', '想問', '，', '明明', '都', '她', '的', '事', ""'"", ',', ' ', ""'"", ':', ' ', '他', '是', '台大', '教授', '不能', '嘴', '嗎', '?', ""'"", ',', ' ', ""'"", ':', ' ', '換', '個人', '當', '校長', '最快', ""'"", ',', ' ', ""'"", ':', ' ', '親中', '愛台', '新潮流', ""'"", ',', ' ', ""'"", ':', ' ', '借調', '台北', '市長', 'XD', 'DDDDD', ""'"", ',', ' ', ""'"", ':', ' ', '台北', '巨蛋', '，', '柯', '，', '也', '卡蛋', '~', ""'"", ']']"
2,2,"
[新聞] 賴清德選台北市長？ 柯文哲：你們不要鬧
",/bbs/Gossiping/M.1523779425.A.CD2.html,"['[', ""'"", ':', ' ', '怕', '了', '喔', ""'"", ',', ' ', ""'"", ':', ' ', '柯文哲', '超怕', '，', '賴神', '出來', '選', ""'"", ',', ' ', ""'"", ':', ' ', '老', '院長', '就', '選新北', '了', ' ', ' ', '現任', '怎麼', '會', '不能', '選', '台北', ' ', ' ', '阿北', '不要', '挑', '對手', ""'"", ',', ' ', ""'"", ':', ' ', '不錯', '阿', ' ', '員工', '都', '做', '功德', '不', '領', '薪水', ' ', '老闆', '有', '更', '多', '錢', '炒房', ""'"", ',', ' ', ""'"", ':', ' ', '蚵', '屁會', '怕', '吼', ' ', '賴神快', '出來', '教訓', '教訓', '他', ""'"", ',', ' ', ""'"", ':', ' ', '阿背', '會', '怕', '喔', '?', ""'"", ',', ' ', ""'"", ':', ' ', '賴神', '出來', '選就爽', '到', 'KMT', '了', ""'"", ',', ' ', ""'"", ':', ' ', '會', '讓', 'KMT', '勝算', '變', '高個', '幾', '%', ""'"", ',', ' ', ""'"", ':', ' ', '拜託', '快', '出來', ' ', '想', '看', '台南', '經驗', '可以', '拿', '多少', '票', '！', ""'"", ',', ' ', ""'"", ':', ' ', '功德', '神要', '降臨', '台北', '了', '嗎', ' ', ' ', '22K', '功德', '北迴', ""'"", ',', ' ', ""'"", ':', ' ', '會怕', '了', '吧', ' ', '哈哈', ""'"", ',', ' ', ""'"", ':', ' ', '乾脆', '叫小英', '自己', '來選', '啦', ""'"", ',', ' ', ""'"", ':', ' ', '怕', '惹', ""'"", ',', ' ', ""'"", ':', ' ', '想', '看', '馬英九', '跟', '陳水扁', '回鍋', '選', '台北', '市長', ""'"", ',', ' ', ""'"", ':', ' ', 'OP', ' ', '#', '1QqlxHbX', ""'"", ',', ' ', ""'"", ':', ' ', '三個', '字', '，', '不', '可能', ""'"", ',', ' ', ""'"", ':', ' ', '出來', '小考', '一下', ' ', '不要', '2020', '落賽', '就', '難看', ""'"", ',', ' ', ""'"", ':', ' ', '賴', '出來', '選', '只是', '幫柯衝票', '而已', ""'"", ',', ' ', ""'"", ':', ' ', '這個', '行政院長', '沒幹', '好', '，', '就', '沒路', '了', ""'"", ']']"
3,3,"
[新聞] 蔣萬安勤跑基層 柯P：我覺得他不錯 
",/bbs/Gossiping/M.1523782394.A.C58.html,"['[', ""'"", ':', ' ', '自從', '沒', '出來', '參選', '就是', '不錯', '了', ' ', '有', '參選', '就', '會', '想', '辦法', '黑', '到底', ""'"", ',', ' ', ""'"", ':', ' ', '吱吱', '崩潰', ""'"", ',', ' ', ""'"", ':', ' ', '算命', '說', '他', '會', '打敗', '柯家', '軍', '吳思搖當', '巿', '長', ""'"", ',', ' ', ""'"", ':', ' ', '2022', '應該', '就', '換講', '萬安', '選', '了', ""'"", ',', ' ', ""'"", ':', ' ', '有', '參選', '就', '會', '被', '柯粉', ' ', '黑', '到底', ""'"", ',', ' ', ""'"", ':', ' ', '欽點', '了', ' ', '看來', '下', '下次', '就是', '柯舉', '著', '萬安', '的', '手', '拜託', '大家', '了', ""'"", ',', ' ', ""'"", ':', ' ', '等', '萬安', '上台', '再來', '好好', '清查', '前', '巿', '長', '做', '的', '事', ""'"", ',', ' ', ""'"", ':', ' ', '中共', '傳聲筒', '與', '走狗', '要', '用', '柯P', ' ', '來', '拱', ' ', '蔣', '萬安', ' ', '了', '!', '?', ' ', '?', ' ', '?', ""'"", ',', ' ', ""'"", ':', ' ', '李登輝', '舉', '馬英九', '的', '手', '說', '他', '才', '是', '新', '台灣', '人', ""'"", ',', ' ', ""'"", ':', ' ', '翻譯', '：', '人帥', '真好', ""'"", ',', ' ', ""'"", ':', ' ', '但', '在', '我', '面前', '跟', '砲', '灰', '一樣', ""'"", ',', ' ', ""'"", ':', ' ', '抓到', '了', ' ', '柯P', '是', '深藍', '的', ""'"", ',', ' ', ""'"", ':', ' ', '高票', '打敗', '阿扁', ""'"", ',', ' ', ""'"", ':', ' ', '崩潰', '了', '嗎', ""'"", ',', ' ', ""'"", ':', ' ', '抓到', '了', ' ', '崇拜', '蔣家', '血統', ""'"", ',', ' ', ""'"", ':', ' ', '吳思搖', '一直', '想', '靠', '柯', '光環', '選', '巿', '長', ""'"", ',', ' ', ""'"", ':', ' ', '沒', '參選', '就', '不是', '敵人', '，', '柯粉', '黑', '蔣幹麻', '？', '等', '著', '看', '2022', '蔣姚戰', '好戲', '就', ""'"", ',', ' ', ""'"", ':', ' ', '好', '了', ""'"", ',', ' ', ""'"", ':', ' ', '光是', '看', '柯P', '整天', '讓', '智障', '柯黑', '崩潰', '就', '值得', '投了', ' ', '太紓壓', 'XD', ""'"", ',', ' ', ""'"", ':', ' ', '照例', '不變', '的', '，', '是', '泰國', 'IP', '(', '跳板', ')', '發', '的', '。', ""'"", ',', ' ', ""'"", ':', ' ', '姚', '四年', '後', '更', '不', '可能', '，', '草包', '放', '四年', '還是', '包', ""'"", ',', ' ', ""'"", ':', ' ', '蔣', '很帥', '啊', ""'"", ',', ' ', ""'"", ':', ' ', '姚', '一臉', '嘻皮笑臉', '比阿扁', '當年', '選', '巿', '長', '一半', '嚴肅', '精神', '都', '沒有', ""'"", ',', ' ', ""'"", ':', ' ', '庶出', '血統', '能', '不能', '讓', '貴族', '們', '認可', '，', '這', '就要', '再', '觀察', '了', ""'"", ',', ' ', ""'"", ':', ' ', '先去', '把', '你', '的', '蔣', ' ', '跪', '出來', '啊', ""'"", ',', ' ', ""'"", ':', ' ', '蔣靠', '臉', '就', '拿走', '八成', '台北市', '婦女', '票', ""'"", ',', ' ', ""'"", ':', ' ', '不輸', '當年', '馬', '九', ""'"", ',', ' ', ""'"", ':', ' ', '庶出', '台北', '市長', '沒', '可能', '的', ""'"", ',', ' ', ""'"", ':', ' ', '不愧', '是', '殺人', '魔', '崇拜者', ' ', '兩岸', '一家親', '粉', '就', '愛這味', ' ', '有夠', '噁心', ""'"", ',', ' ', ""'"", ':', ' ', '吳思瑤', '很', '難', ' ', '資歷', '還', '不夠', ""'"", ',', ' ', ""'"", ':', ' ', '不愧', '是', '華腦', '柯', ""'"", ',', ' ', ""'"", ':', ' ', '客套', '說', '不錯', '也', '不行', ' ', '智障', '黑', ""'"", ',', ' ', ""'"", ':', ' ', '一定', '要說', '很爛', '膩', ""'"", ',', ' ', ""'"", ':', ' ', '跑', '基層', '就', '叫', '不錯', '？', '你', '當初', '基層', '跑', '的', '怎樣', '？', ""'"", ',', ' ', ""'"", ':', ' ', '只要', '沒罵', '柯', 'p', '都', '是', '好', ""'"", ',', ' ', ""'"", ':', ' ', '哈哈哈', ""'"", ']']"
